name,artists,year,cluster
Caminos de michoacan,['Banda Zorro'],1999,0
Bumble Bee,['Bambee'],1999,0
Shallow Days,['Blackalicious'],1999,0
Get You Mad,"['Eminem', 'Sway & King Tech']",1999,0
Wounded - 2008 Remaster,['Third Eye Blind'],1999,1
Ridin' N' Da Chevy,['Three 6 Mafia'],1999,0
This Land is Your Land,['Woody Guthrie'],1999,2
Mr. Bojangles - Single Version,['Sammy Davis Jr.'],1999,1
Retrovertigo,['Mr. Bungle'],1999,1
Mi Corazon Lloro,['Los Toros Band'],1999,0
Casi Te Envidio,['Andy Montañez'],1999,0
All Hallows Eve,['Type O Negative'],1999,2
20 Rosas,['Los Ángeles Azules'],1999,0
Disengage the Simulator,['CKY'],1999,2
Take Another Little Piece of My Heart,['Dusty Springfield'],1999,0
Along Came Betty,['Art Blakey'],1999,1
Hola Soledad,['Rolando Laserie'],1999,0
If I Fall You're Going Down with Me,['The Chicks'],1999,0
The Calling (feat. Eric Clapton),"['Santana', 'Eric Clapton']",1999,0
Ain't No Woman (Like The One I've Got),['Four Tops'],1999,0
Limp,['Fiona Apple'],1999,1
I Walk Alone,['Oleander'],1999,2
Los Hijos De Los Pérez,['Grupo Laberinto'],1999,0
Just Go,['Staind'],1999,2
Rocks Tonic Juice Magic,['Saves The Day'],1999,2
Do You Like the Way (feat. Lauryn Hill & Cee-Lo),"['Santana', 'Ms. Lauryn Hill', 'CeeLo Green']",1999,0
Wisconsin Death Trip,['Static-X'],1999,2
Palomas Que Andan Volando,['Banda Cuisillos'],1999,0
Join Together,['The Who'],1999,2
Loco,['Alejandro Fernández'],1999,1
No Life,['Slipknot'],1999,2
Smile,['Vitamin C'],1999,2
El Peor De Mis Fracasos,['Marco Antonio Solís'],1999,1
Two Story House,"['George Jones', 'Tammy Wynette']",1999,2
I Don't Want to Get Over You,['The Magnetic Fields'],1999,2
"El Cielo, Mi Corazón y Yo",['Grupo Tentacion'],1999,0
No Sex,['Limp Bizkit'],1999,1
Let's Get This Party Started,['Korn'],1999,2
El Amanecido,['Los Morros Del Norte'],1999,0
Brian Barker,['Pedro Rivera'],1999,0
Cum On Everybody,['Eminem'],1999,0
Holiday,['The Get Up Kids'],1999,2
I'll See You When We're Both Not So Emotional,['American Football'],1999,0
Hasta La Eternidad,['Banda Cuisillos'],1999,2
Time After Time,['INOJ'],1999,0
On The Bound,['Fiona Apple'],1999,0
Free Girl Now,['Tom Petty and the Heartbreakers'],1999,0
Get Gone,['Fiona Apple'],1999,1
I'll Always Love You,['Taylor Dayne'],1999,1
Land of the Lost,['South Park Mexican'],1999,1
Six-Pack Summer,['Phil Vassar'],2000,0
Me Llamas,['Los Fugitivos'],2000,0
Keep'n It Real,['Shaggy'],2000,0
Bed of Lies,['Matchbox Twenty'],2000,1
Thinking Of You,['A Perfect Circle'],2000,2
Wayfaring Stranger,['Johnny Cash'],2000,1
El Pachuco,['Los Garcia Bros.'],2000,0
Shackles (Praise You),['Mary Mary'],2000,0
Hello Operator,['The White Stripes'],2000,0
星晴,['Jay Chou'],2000,1
This Everyday Love,['Rascal Flatts'],2000,0
That's When I'll Stop Loving You,['*NSYNC'],2000,2
Never Ending Math Equation,['Modest Mouse'],2000,2
Como Me Duele Perderte,['Gloria Estefan'],2000,0
I Will Be Here,['Gary Valenciano'],2000,1
Bad Magick,['Godsmack'],2000,0
Got To Be There,['Michael Jackson'],2000,2
Tamly Maak,['Amr Diab'],2000,2
Kill the Rock,['Mindless Self Indulgence'],2000,0
Destilando Amor,['Aaron Y Su Grupo Ilusion'],2000,0
So Into You,['Atlanta Rhythm Section'],2000,0
That's Why I'm Here,['Kenny Chesney'],2000,1
Can't Take My Eyes Off of You - Radio Edit,['Gloria Gaynor'],2000,0
Teenage Dirtbag,['Wheatus'],2000,0
¿Dónde estabas tú?,['Omara Portuondo'],2000,0
Recognize,['The LOX'],2000,0
September Grass,['James Taylor'],2000,0
Just Got Wicked,['Cold'],2000,2
The Love Song,['Marilyn Manson'],2000,2
Blood Brothers - 2015 Remaster,['Iron Maiden'],2000,2
Makes No Difference,['Sum 41'],2000,2
Mi Confesión,['Los Ángeles Azules'],2000,0
100% (feat. Tony Sunshine) (feat. Tony Sunshine),"['Big Pun', 'Tony Sunshine']",2000,0
The Fox,['Nickel Creek'],2000,0
El Pelotero,['Lupillo Rivera'],2000,0
Fiction - Dreams in Digital,['Orgy'],2000,2
Positive Friction,['Donna The Buffalo'],2000,0
Bounce With Me (feat. Xscape) - Edited Album Version,"['Bow Wow', 'Xscape']",2000,0
My Life,['Erykah Badu'],2000,2
"Mozart: Zaide, K. 344/336b, Act 1 Scene 3: No. 3, Arie, ""Ruhe sanft, mein holdes Leben"" (Zaide)","['Wolfgang Amadeus Mozart', 'Natalie Dessay', 'Orchestra of the Age of Enlightenment', 'Louis Langrée']",2000,1
Arrasando,['Thalia'],2000,0
Main Offender,['The Hives'],2000,2
Big Boy Toys,['Aaron Tippin'],2000,0
Broken Home,['Papa Roach'],2000,0
Diana,['Paul Anka'],2000,0
Gravity Of Love,['Enigma'],2000,2
Carlene,['Phil Vassar'],2000,0
Que Poca,['Los Invasores De Nuevo León'],2000,0
New,['No Doubt'],2000,2
Quiéreme,['Alejandro Fernández'],2000,0
He Intentado Tanto Tanto,['Los Temerarios'],2000,2
"EZ Come, EZ Go",['M.C. Mack'],2000,0
Dress Sexy At My Funeral,['Smog'],2000,1
Te Quiero Más,['Los Palominos'],2000,0
Stupify,['Disturbed'],2000,0
Back At One,['Mark Wills'],2000,1
Black Jesus,['Everlast'],2000,0
Morir De Amor,['Conjunto Primavera'],2000,0
Rest Stop,['Matchbox Twenty'],2000,2
Give Me Just One Night (Una Noche),['98º'],2000,2
Mary's Boy Child,['Harry Belafonte'],2000,1
Stay Forever,['Ween'],2000,0
Little Brother,['Black Star'],2000,0
Meanwhile Back in the City,['The Presidents Of The United States Of America'],2000,0
Hold On,['Limp Bizkit'],2000,2
When My Heart Beats Like a Hammer,"['Eric Clapton', 'B.B. King']",2000,1
Tragedia de Bertin y Lalo,['Dueto Bertin Y Lalo'],2000,0
可愛女人,['Jay Chou'],2000,0
Come Out Swinging,['The Offspring'],2000,2
Goddamn Electric,['Pantera'],2000,2
Fuego A La Jicotea,['Marvin Santiago'],2000,0
When You're Looking Like That - Single Remix,['Westlife'],2000,0
Mary Go Round,"['Musiq Soulchild', 'Osunlade']",2000,1
Island Girls-feat. Fiji & O-Shen,['Pati'],2000,0
The Greatest Sex,['R. Kelly'],2000,2
Kiss Me On My Neck,['Erykah Badu'],2000,0
Perfect Gentleman,['Wyclef Jean'],2000,0
Walking,['Mary Mary'],2000,0
Boys on da Cut,['South Park Mexican'],2000,0
Sitting In The Park - Single Version,['Billy Stewart'],2000,2
Estás Que Te Pelas,['Intocable'],2000,0
First Tube,['Phish'],2000,2
I Do Love You,['Billy Stewart'],2000,2
Witchcraft - Remastered 2000,['Frank Sinatra'],2000,1
Miss You,['Etta James'],2000,0
Don't Say You Love Me,['M2M'],2000,0
It's My Party,['Lesley Gore'],2000,0
No One,['Cold'],2000,2
Summertime,['Billy Stewart'],2000,0
He's Mine,['MoKenStef'],2000,1
Shalala Lala,['Vengaboys'],2000,0
"Violin Concerto in A Minor, BWV 1041: II. Andante","['Johann Sebastian Bach', 'Kolja Blacher', 'Kolner Kammerorchester', 'Helmut Muller-Bruhl']",2000,1
The Death Song,['Marilyn Manson'],2000,2
I Hate Jimmy Page,['Mindless Self Indulgence'],2000,0
"Hyde Park (The 'Ah, Oooh' Song)",['Jeff Kashiwa'],2000,0
I Came As a Rat,['Modest Mouse'],2000,0
Don't Call Me Baby,['Madison Avenue'],2000,0
Quiero Ser,['Los Ángeles Azules'],2000,0
Getcha Groove On - Dirt Road Mix,"['Limp Bizkit', 'Xzibit', 'DJ Premier']",2000,0
"For A Moment - From ""The Little Mermaid 2: Return to the Sea"" / Soundtrack Version","['Jodi Benson', 'Tara Charendoff']",2000,1
"Ave Maria, Op. 52 No. 6, D. 839 (Arr. for Soprano, Harp & Chorus)","['The Cathedral Singers', 'Lorelei McDermott', 'Stephen Hartman']",2000,1
Shout 2000,['Disturbed'],2000,0
Penitentiary Philosophy,['Erykah Badu'],2000,2
Jack of Speed,['Steely Dan'],2000,0
Jesus Be a Fence Around Me (Live),"['Fred Hammond', 'Radical For Christ']",2000,2
Here We Go Again! - Radio Edit,['Portrait'],2000,0
Black Is Black,['Los Bravos'],2000,0
You Should've Told Me,['Kelly Price'],2000,0
Bailando Con El,['Elvis Martinez'],2000,0
El Tarasco,['Los Razos'],2000,0
Voy Pa' lla,['Antony Santos'],2000,0
Fear,['Disturbed'],2000,2
Watching You,['Wayne Wonder'],2000,0
Pretty Maids All in a Row - 2013 Remaster,['Eagles'],2000,1
Coming of age ceremony,['Park Ji Yoon'],2000,0
Don't Mess With My Man,['Lucy Pearl'],2000,0
Hit Or Miss,['New Found Glory'],2000,2
Haul Away Joe,['Pierce Campbell'],2000,2
Heaven Is a Halfpipe (If I Die),['OPM'],2000,0
Not Enough,['3 Doors Down'],2000,0
Christmas Time,['Christina Aguilera'],2000,0
Texas (When I Die),['Tanya Tucker'],2000,0
Como No Voy a Decirlo,['Luis Silva'],2000,2
Silly Puddy,"['Zion I', 'The Grouch']",2000,0
Atomic Dog,['George Clinton'],2000,0
Everything Reminds Me Of Her,['Elliott Smith'],2000,1
Arcarsenal,['At The Drive In'],2000,2
You Said Something,['PJ Harvey'],2000,2
Ven Conmigo (Solamente Tú),['Christina Aguilera'],2000,0
Vuelve Por Favor,['Pancho Barraza'],2000,0
Mi Obsesión,['Los Palominos'],2000,2
Rendezvous,['Craig David'],2000,0
Having a Party,['Sam Cooke'],2000,0
"Dammit, I Changed Again",['The Offspring'],2000,2
Olvidala,['Junior & Jorge'],2000,0
Quise Olvidarme de Ti,['Los Temerarios'],2000,2
My Traveling Star,['James Taylor'],2000,1
Te Esperaré,['Pancho Barraza'],2000,2
Sin Tu Amor,['Grupo Yndio'],2000,0
Digital Get Down,['*NSYNC'],2000,2
What U See (Is What U Get),['Britney Spears'],2000,0
A mi manera - 2000 Remastered Version,['Raphael'],2000,1
Te Enamoraste de Ti,['Ricardo Arjona'],2000,0
Inner Smile,['Texas'],2000,0
Saturday Night - 2013 Remaster,['Eagles'],2000,1
Don't Go Knockin' on My Door,['Britney Spears'],2000,0
What You Tryin' To Do,['Jagged Edge'],2000,0
Jeep's Blues,['Duke Ellington'],2000,1
Life Of My Own,['3 Doors Down'],2000,2
Dejenme Si Estoy Llorando,['Nelson Ned'],2000,1
My Only Wish (This Year),['Britney Spears'],2000,0
Utopia,['Goldfrapp'],2000,1
All the Love in the World,['The Corrs'],2000,2
One Fine Day,['The Offspring'],2000,2
黃昏,['Steve Chou'],2000,1
Peace Train,['Yusuf / Cat Stevens'],2000,0
Up With People,['Lambchop'],2000,2
More Than Anything,['Lamar Campbell & Spirit Of Praise'],2000,1
Brave New World - 2015 Remaster,['Iron Maiden'],2000,2
This Is Love,['PJ Harvey'],2000,0
A.D. 2000,['Erykah Badu'],2000,1
Drinkin' Again,['Corey Smith'],2000,0
Clarissa,['Mindless Self Indulgence'],2000,2
All About Our Love,['Sade'],2000,0
Out Of The Woods,['Nickel Creek'],2000,1
Violence Fetish,['Disturbed'],2000,0
"When You Wish Upon a Star - From ""Pinocchio""/Soundtrack Version","['Cliff Edwards', 'Disney Studio Chorus']",2001,1
Set It Off,['Juvenile'],2001,0
Te Quise Olvidar,['MDO'],2001,2
Always in My Heart,['Tevin Campbell'],2001,0
Dancing With Myself - EP Version,['Generation X'],2001,2
Midwest Swing,['St. Lunatics'],2001,0
Wish,['Alien Ant Farm'],2001,2
Tu Hombre Perfecto,['Marco Antonio Solís'],2001,1
83,['John Mayer'],2001,0
"The Bare Necessities - From ""The Jungle Book""/Soundtrack Version","['Phil Harris', 'Bruce Reitherman']",2001,1
You're Still You,['Josh Groban'],2001,1
Underneath It All - Radio 1 Live Acoustic Version [Bonus Track],['No Doubt'],2001,1
Bouncin' Back (Bumpin' Me Against the Wall) (feat. Pharrell Williams) - Extended Version,"['Mystikal', 'Pharrell Williams']",2001,0
Small Axe,['Bob Marley & The Wailers'],2001,0
Something,['Lasgo'],2001,2
Aquél Montón De Cartas,['Polo Urias Y Su Maquina Norteña'],2001,0
Sound Check (Gravity),['Gorillaz'],2001,1
Would You Mind,['Janet Jackson'],2001,1
Someone To Call My Lover,['Janet Jackson'],2001,0
Knock Yourself Out,['Jadakiss'],2001,0
Superstylin',['Groove Armada'],2001,0
Yankee Doodle,['The Countdown Kids'],2001,0
Astounded,['Tantric'],2001,2
All Star,['Smash Mouth'],2001,0
Maybe I'm Amazed,['Paul McCartney'],2001,1
Hazme una Señal - Gimme Little Sign,['Roberto Jordan'],2001,0
Big Pimpin',['Tha Dogg Pound'],2001,0
Take It to da House (feat. The Slip N' Slide Express),"['Trick Daddy', ""The Slip N' Slide Express""]",2001,0
Goodbye,['Jagged Edge'],2001,0
R. Uno,['Los Tigres Del Norte'],2001,0
Part Time Lover,['H-Town'],2001,0
How Come You Don't Call Me,['Alicia Keys'],2001,0
Suntoucher,['Groove Armada'],2001,1
All For You,['Janet Jackson'],2001,0
Pour Out A Little Liquor,"['2Pac', 'Thug Life']",2001,0
Everywhere,['Yellowcard'],2001,2
Murderholics,"['Screwston', 'Skrilla', 'Coast']",2001,0
Una Aventura Más,['Grupo Bryndis'],2001,0
Photograph,['Weezer'],2001,2
Ninja Rap,['Vanilla Ice'],2001,0
prometimos no llorar,['Palito Ortega'],2001,2
"I'll Make a Man Out of You - From ""Mulan""/Soundtrack","['Donny Osmond', 'Chorus - Mulan']",2001,1
If Only You Knew,['KeKe Wyatt'],2001,1
Viviendo,['Marc Anthony'],2001,0
Furious,"['Ja Rule', 'Vita', 'O1']",2001,0
El amor de mi vida,['Los Acosta'],2001,0
Blurry,['Puddle Of Mudd'],2001,2
Slow Country,['Gorillaz'],2001,2
Regalo Caro,['Los Cachorros de Juan Villarreal'],2001,0
She Is Beautiful,['Andrew W.K.'],2001,2
True Love Waits (Live In Oslo),['Radiohead'],2001,1
Made to Love Ya,['Gerald Levert'],2001,1
Headless Horseman,['The Microphones'],2001,1
Funky Kingston,['Toots & The Maytals'],2001,0
No Mo Play In GA,['Pastor Troy'],2001,0
Texas On My Mind,['Pat Green'],2001,0
"Te Quiero, Te Amo",['David Lee Garza'],2001,0
Music (feat. Marvin Gaye),"['Erick Sermon', 'Marvin Gaye']",2001,0
Antología de caricias,['Chicos de Barrio'],2001,2
Special Delivery,['G. Dep'],2001,0
"Te Amo, Te Extraño",['Grupo Bryndis'],2001,0
Not A Day Goes By,['Lonestar'],2001,1
Take Me Somewhere,['Mogwai'],2001,1
Deny,['Default'],2001,2
Wood Wheel,['UGK'],2001,0
Dulce Veneno,['Los Dueños Del Sol'],2001,1
En Algún Lugar,['Los Acosta'],2001,0
What I Learned out on the Road,['Kid Rock'],2001,0
Love Of My Life,['Brian McKnight'],2001,1
Cry,['Mandy Moore'],2001,0
Bad News Is Coming,['Luther Allison'],2001,1
Se Les Pelo Baltazar,['Los Cachorros de Juan Villarreal'],2001,0
"New York, New York",['Ryan Adams'],2001,2
Wild World,['Me First and the Gimme Gimmes'],2001,2
This Train Don't Stop There Anymore,['Elton John'],2001,2
La Coloreteada,['Los Mier'],2001,2
Vuela Mariposa,['Los Llayras'],2001,2
Recado De Mi Madre,['Los Originales De San Juan'],2001,2
"Waste (Dave Matthews, solo)",['Dave Matthews'],2001,1
Ride (feat. Jaheim),"['Boney James', 'Jaheim']",2001,0
Pagan Poetry,['Björk'],2001,1
Dead Cell,['Papa Roach'],2001,2
Fett's Vette,['MC Chris'],2001,0
The Scotsman,['Hair of the Dog'],2001,0
Every Move I Make,['Shout Praises Kids'],2001,2
Control - Acoustic Version,['Puddle Of Mudd'],2001,2
El Reloj Cucú,['Aaron Y Su Grupo Ilusion'],2001,2
Pour Me,['Trick Pony'],2001,2
Círculo De Amor,['El Gran Silencio'],2001,0
The Past And Pending,['The Shins'],2001,1
"Under the Sea - From ""The Little Mermaid"" / Soundtrack Version",['Samuel E. Wright'],2001,0
Candyman,['Dirty'],2001,0
Amor de Estudiante,['Roberto Jordan'],2001,1
El Niño Y La Boda,['Los Tigres Del Norte'],2001,2
Soy De La Calle,"['Arnulfo Jr. ""Rey Y As""']",2001,0
Perdóname,['Chon Arauza Y Su Furia Colombiana'],2001,2
That's My Job,['Conway Twitty'],2001,1
Spieluhr,['Rammstein'],2001,0
She's Got The Look,['Guttermouth'],2001,2
Entregame Tu Amor,['Los inquietos del vallenato'],2001,0
Get Ur Freak On,['Missy Elliott'],2001,2
The Sky Is Crying,['Elmore James'],2001,2
"Strangers Like Me - From ""Tarzan""/Soundtrack Version",['Phil Collins'],2001,0
La Que Se Fue,['Elefante'],2001,0
開不了口,['Jay Chou'],2001,1
Te Dejo Madrid,['Shakira'],2001,0
Las Tres Ramitas,['Los Dinamicos Del Norte'],2001,0
Heart Of The City (Ain't No Love),['JAY-Z'],2001,2
Break of Dawn,['Michael Jackson'],2001,0
El Contagio,['Los Tigres Del Norte'],2001,0
The Rainbow Connection,['Willie Nelson'],2001,1
Corrido Del Charapo,['Los Originales De San Juan'],2001,0
Can U Help Me,['Usher'],2001,1
New Genius (Brother),['Gorillaz'],2001,2
Above All - Live,['Michael W. Smith'],2001,1
Tonta,['David Lee Garza'],2001,0
The Prayer (with Charlotte Church),"['Josh Groban', 'Charlotte Church']",2001,1
Freaky Thangs,"['Ludacris', 'Twista', 'Jagged Edge']",2001,0
Do I Ever Cross Your Mind,['Chet Atkins and Dolly Parton'],2001,0
They Gonna Talk,['Beres Hammond'],2001,0
Objection (Tango),['Shakira'],2001,2
Ni El Primero Ni El Último,['Los Rehenes'],2001,0
Johnny Appleseed,"['Joe Strummer', 'The Mescaleros']",2001,0
Heaven Can Wait,['Michael Jackson'],2001,0
El Espinazo Del Diablo,['Los Tigres Del Norte'],2001,0
愛在西元前,['Jay Chou'],2001,0
Como Quisiera,['Los Originales De San Juan'],2001,2
La soledad - Versión 2001,['Laura Pausini'],2001,1
Blood on the Ground,['Incubus'],2001,2
Standing on the Edge of Summer,['Thursday'],2001,2
El Hijo De Su,['Luis y Julian'],2001,0
Could It Be,['Jaheim'],2001,0
Si Me Ves Llorar,['David Pabon'],2001,0
The Walk,"['The Cure', 'Mark Saunders']",2001,0
Hate In Yo Eyes,['Mack 10'],2001,0
Eple,['Röyksopp'],2001,0
You Give Me Something,['Jamiroquai'],2001,0
Drink 'Till We're Gone,['Lucero'],2001,1
Pa' La Paloma,['Alquimia La Sonora Del XXI'],2001,2
A World Without Love,['Peter And Gordon'],2001,2
Contigo O Sin Ti - En Vivo,['Joan Sebastian'],2001,2
Long Line of Cars,['Cake'],2001,0
Screens Falling,['South Park Mexican'],2001,0
You'll Never Leave Harlan Alive,['Brad Paisley'],2001,1
El Periquero,['Los Originales De San Juan'],2001,0
The System,['South Park Mexican'],2001,1
Habitual Criminal,['South Park Mexican'],2001,2
Dejame Entrar,['Carlos Vives'],2001,0
They Want EFX,['Das EFX'],2001,0
The Learning (Burn) (feat. Big Noyd),"['Mobb Deep', 'Big Noyd']",2001,0
The Vagabond,['Air'],2001,1
Landslide,['The Smashing Pumpkins'],2001,1
"If You Don't, Don't",['Jimmy Eat World'],2001,2
Te Quiero Comer La Boca,['La Mosca Tse-Tse'],2001,0
Big Poppa,['The Notorious B.I.G.'],2001,0
Yo Te Quiero,['Marc Anthony'],2001,0
Return of the Tres,['Delinquent Habits'],2001,0
People = Shit,['Slipknot'],2001,2
So Right,['Dave Matthews Band'],2001,0
When the World Ends,['Dave Matthews Band'],2001,0
Grown Men Don't Cry,['Tim McGraw'],2001,0
Make It Real,['The Jets'],2001,0
La Valse d'Amélie - Version originale,['Yann Tiersen'],2001,2
Gone,['The Bouncing Souls'],2001,2
Promises,['Megadeth'],2001,1
M!ssundaztood,['P!nk'],2001,0
Ahora Qué Hago Sin Ti,['Jimmy Gonzalez Y Grupo Mazz'],2001,2
Remind Me,['Röyksopp'],2001,0
Love Is Like A Rock,['Donnie Iris'],2001,0
Piano Fire,['Sparklehorse'],2001,2
Kisapmata,['Rivermaya'],2001,2
Okay (feat. Lil Jon & YoungBloodZ),"['Nivea', 'Lil Jon', 'Youngbloodz']",2001,0
Outside,['Staind'],2001,2
Yo Quería,['Cristian Castro'],2002,2
Wondering,['Good Charlotte'],2002,0
Bandages,['Hot Hot Heat'],2002,2
(Marie's The Name) His Latest Flame,['Elvis Presley'],2002,0
Not Gonna Get Us,['t.A.T.u.'],2002,2
Lonestar,['Norah Jones'],2002,1
Tomorrow,['Avril Lavigne'],2002,0
Big Eyed Fish,['Dave Matthews Band'],2002,1
The Long Day Is Over,['Norah Jones'],2002,1
Down 4 U,"['Charli Baltimore', 'Ja Rule', 'Ashanti', 'Vita']",2002,0
Here I Am,['Bryan Adams'],2002,1
Lover I Don't Have To Love,['Bright Eyes'],2002,0
My Last Serenade,['Killswitch Engage'],2002,2
Great Romances Of The 20th Century,['Taking Back Sunday'],2002,2
Memphis Will Be Laid To Waste - Bless The Matyr Album Version,['Norma Jean'],2002,2
The Man Who Sold The World - Live Version,['Nirvana'],2002,2
And I,['Box Car Racer'],2002,0
I've Got To See You Again,['Norah Jones'],2002,1
Refuse To Lose,['Brotha Lynch Hung'],2002,1
Love You Down,['Ready For The World'],2002,1
Cubicles,['My Chemical Romance'],2002,2
The Impossible,['Joe Nichols'],2002,1
Quizás,['Enrique Iglesias'],2002,1
Painter Song,['Norah Jones'],2002,1
Nobody's Fool,['Avril Lavigne'],2002,2
Nightingale,['Norah Jones'],2002,1
Purple,['Nas'],2002,0
Breathe In,['Frou Frou'],2002,0
Are You Lonesome Tonight? - Remastered,['Elvis Presley'],2002,1
National Anthem Of The Ussr,['The Red Army Choir'],2002,1
Single Life,['Cameo'],2002,0
Blackest Eyes,['Porcupine Tree'],2002,1
Amor De Novela,['Los Angeles De Charly'],2002,0
Se Mamó El Becerro,['Luis y Julian'],2002,0
Road to Camelot,['Enaid'],2002,1
I'm the Man Who Loves You,['Wilco'],2002,0
Hey Sexy Lady,"['Shaggy', 'Brian & Tony Gold']",2002,0
Top of the World,['The Chicks'],2002,1
Recuerdos,['Banda Pequeños Musical'],2002,0
Smoothie Song,['Nickel Creek'],2002,1
Perro Malagradecido,['Los Originales De San Juan'],2002,0
In a Little While,['Uncle Kracker'],2002,2
Off You,['The Breeders'],2002,1
Superman,['Lazlo Bane'],2002,0
Aquél Amor,['Polo Urias Y Su Maquina Norteña'],2002,0
The Watcher 2,"['JAY-Z', 'Dr. Dre', 'Rakim', 'Truth Hurts']",2002,0
Tired Of You,['Foo Fighters'],2002,1
The Sun,['Maroon 5'],2002,1
Down With The Sickness,['Richard Cheese'],2002,0
How Much I Feel - Remastered Version,"['Ambrosia', 'Tom Trefethen']",2002,0
Let It Flow,['Eric Darius'],2002,0
Modern Man's Hustle,['Atmosphere'],2002,0
For Your Love,['The Yardbirds'],2002,1
...Y al final,['Bunbury'],2002,1
Chica Ven Pa' Aca,['Plan B'],2002,0
I Still Believe,['Norman Brown'],2002,0
I Believe - Yo Creo,['Aventura'],2002,0
25 Minutes - 2002 Remaster,['Michael Learns To Rock'],2002,2
Guerra De Amor,['Yoskar Sarante'],2002,0
Amor A La Ligera,['Los Invasores De Nuevo León'],2002,0
I Ran (So Far Away),['Bowling For Soup'],2002,2
明年今日,['Eason Chan'],2002,1
Isn't She Lovely,['Stevie Wonder'],2002,0
Dreams - 2002 Remaster,['Fleetwood Mac'],2002,0
One Flight Down,['Norah Jones'],2002,1
I Finally Found Someone (feat. Bryan Adams),"['Barbra Streisand', 'Bryan Adams']",2002,1
My Bloody Valentine,['Good Charlotte'],2002,2
Lenny,['Stevie Ray Vaughan'],2002,1
She Only Smokes When She Drinks,['Joe Nichols'],2002,1
Riot Girl,['Good Charlotte'],2002,0
Thetawaves,['System Of A Down'],2002,2
Who's Your Daddy?,['Toby Keith'],2002,0
Two of Us,['Aimee Mann'],2002,0
El Hidrocalido,['Los Originales De San Juan'],2002,0
